,FileName,XMin,XMax,YMin,YMax,ClassName
183,RGB_63643026032989.jpg,0.05,0.95,0.05,0.95,1_HYSE
184,RGB_63642132459624.jpg,0.05,0.95,0.05,0.95,1_HYSE
185,RGB_63643459438421.jpg,0.05,0.95,0.05,0.95,1_HYSE
186,RGB_63644267090050.jpg,0.05,0.95,0.05,0.95,1_HYSE
187,RGB_63643377134411.jpg,0.05,0.95,0.05,0.95,1_HYSE
188,RGB_63643459554068.jpg,0.05,0.95,0.05,0.95,1_HYSE
189,RGB_63644269028007.jpg,0.05,0.95,0.05,0.95,1_HYSE
190,RGB_63643401148928.jpg,0.05,0.95,0.05,0.95,1_HYSE
191,RGB_63642132468409.jpg,0.05,0.95,0.05,0.95,1_HYSE
192,RGB_63643970284767.jpg,0.05,0.95,0.05,0.95,1_HYSE
193,RGB_63642132436595.jpg,0.05,0.95,0.05,0.95,1_HYSE
194,RGB_63643974498749.jpg,0.05,0.95,0.05,0.95,1_HYSE
195,RGB_63642634244316.jpg,0.05,0.95,0.05,0.95,1_HYSE
196,RGB_63645548103689.jpg,0.05,0.95,0.05,0.95,1_HYSE
197,RGB_63642838275341.jpg,0.05,0.95,0.05,0.95,1_HYSE
198,RGB_63643507750748.jpg,0.05,0.95,0.05,0.95,1_HYSE
199,RGB_63643442009520.jpg,0.05,0.95,0.05,0.95,1_HYSE
200,RGB_63643973568923.jpg,0.05,0.95,0.05,0.95,1_HYSE
201,RGB_63644268597700.jpg,0.05,0.95,0.05,0.95,1_HYSE
202,RGB_63643990449585.jpg,0.05,0.95,0.05,0.95,1_HYSE
203,RGB_63644270508778.jpg,0.05,0.95,0.05,0.95,1_HYSE
204,RGB_63645548192115.jpg,0.05,0.95,0.05,0.95,1_HYSE
205,RGB_63644268978518.jpg,0.05,0.95,0.05,0.95,1_HYSE
206,RGB_63643357253521.jpg,0.05,0.95,0.05,0.95,1_HYSE
207,RGB_63643990942884.jpg,0.05,0.95,0.05,0.95,1_HYSE
208,RGB_63642630189152.jpg,0.05,0.95,0.05,0.95,1_HYSE
209,RGB_63643356323031.jpg,0.05,0.95,0.05,0.95,1_HYSE
210,RGB_63642630476548.jpg,0.05,0.95,0.05,0.95,1_HYSE
211,RGB_63644317503447.jpg,0.05,0.95,0.05,0.95,1_HYSE
212,RGB_63643335254857.jpg,0.05,0.95,0.05,0.95,1_HYSE
213,RGB_63644247051044.jpg,0.05,0.95,0.05,0.95,1_HYSE
214,RGB_63643882606281.jpg,0.05,0.95,0.05,0.95,1_HYSE
215,RGB_63642132437907.jpg,0.05,0.95,0.05,0.95,1_HYSE
216,RGB_63644321140335.jpg,0.05,0.95,0.05,0.95,1_HYSE
217,RGB_63643882903957.jpg,0.05,0.95,0.05,0.95,1_HYSE
218,RGB_63642132457046.jpg,0.05,0.95,0.05,0.95,1_HYSE
219,RGB_63643885812084.jpg,0.05,0.95,0.05,0.95,1_HYSE
220,RGB_63643990264545.jpg,0.05,0.95,0.05,0.95,1_HYSE
221,RGB_63644267323650.jpg,0.05,0.95,0.05,0.95,1_HYSE
222,RGB_63642132449448.jpg,0.05,0.95,0.05,0.95,1_HYSE
223,RGB_63643402337132.jpg,0.05,0.95,0.05,0.95,1_HYSE
224,RGB_63643442182138.jpg,0.05,0.95,0.05,0.95,1_HYSE
225,RGB_63643378658345.jpg,0.05,0.95,0.05,0.95,1_HYSE
226,RGB_63643441978031.jpg,0.05,0.95,0.05,0.95,1_HYSE
227,RGB_63643462241749.jpg,0.05,0.95,0.05,0.95,1_HYSE
228,RGB_63643986660232.jpg,0.05,0.95,0.05,0.95,1_HYSE
229,RGB_63642838286791.jpg,0.05,0.95,0.05,0.95,1_HYSE
230,RGB_63643501592841.jpg,0.05,0.95,0.05,0.95,1_HYSE
231,RGB_63643521069258.jpg,0.05,0.95,0.05,0.95,1_HYSE
232,RGB_63643990826205.jpg,0.05,0.95,0.05,0.95,1_HYSE
233,RGB_63643405559410.jpg,0.05,0.95,0.05,0.95,1_HYSE
234,RGB_63642838272413.jpg,0.05,0.95,0.05,0.95,1_HYSE
235,RGB_63643357827376.jpg,0.05,0.95,0.05,0.95,1_HYSE
236,RGB_63644265928541.jpg,0.05,0.95,0.05,0.95,1_HYSE
237,RGB_63643968830373.jpg,0.05,0.95,0.05,0.95,1_HYSE
238,RGB_63644268888620.jpg,0.05,0.95,0.05,0.95,1_HYSE
239,RGB_63643972461392.jpg,0.05,0.95,0.05,0.95,1_HYSE
240,RGB_63643990656345.jpg,0.05,0.95,0.05,0.95,1_HYSE
241,RGB_63644267626191.jpg,0.05,0.95,0.05,0.95,1_HYSE
242,RGB_63642630584469.jpg,0.05,0.95,0.05,0.95,1_HYSE
243,RGB_63643883915547.jpg,0.05,0.95,0.05,0.95,1_HYSE
244,RGB_63643483521450.jpg,0.05,0.95,0.05,0.95,1_HYSE
245,RGB_63643987988697.jpg,0.05,0.95,0.05,0.95,1_HYSE
246,RGB_63643972208727.jpg,0.05,0.95,0.05,0.95,1_HYSE
247,RGB_63644268446710.jpg,0.05,0.95,0.05,0.95,1_HYSE
248,RGB_63642648411613.jpg,0.05,0.95,0.05,0.95,1_HYSE
249,RGB_63643972450592.jpg,0.05,0.95,0.05,0.95,1_HYSE
250,RGB_63643990815172.jpg,0.05,0.95,0.05,0.95,1_HYSE
251,RGB_63642629844477.jpg,0.05,0.95,0.05,0.95,1_HYSE
252,RGB_63644199936088.jpg,0.05,0.95,0.05,0.95,1_HYSE
253,RGB_63642132443008.jpg,0.05,0.95,0.05,0.95,1_HYSE
254,RGB_63643399938438.jpg,0.05,0.95,0.05,0.95,1_HYSE
255,RGB_63643459494445.jpg,0.05,0.95,0.05,0.95,1_HYSE
256,RGB_63644265993206.jpg,0.05,0.95,0.05,0.95,1_HYSE
257,RGB_63642132463394.jpg,0.05,0.95,0.05,0.95,1_HYSE
258,RGB_63642132468794.jpg,0.05,0.95,0.05,0.95,1_HYSE
259,RGB_63644268377293.jpg,0.05,0.95,0.05,0.95,1_HYSE
260,RGB_63644011630641.jpg,0.05,0.95,0.05,0.95,1_HYSE
261,RGB_63643881692343.jpg,0.05,0.95,0.05,0.95,1_HYSE
262,RGB_63643529963980.jpg,0.05,0.95,0.05,0.95,1_HYSE
263,RGB_63643378624677.jpg,0.05,0.95,0.05,0.95,1_HYSE
264,RGB_63643415000306.jpg,0.05,0.95,0.05,0.95,1_HYSE
265,RGB_63642132465546.jpg,0.05,0.95,0.05,0.95,1_HYSE
266,RGB_63644270718684.jpg,0.05,0.95,0.05,0.95,1_HYSE
267,RGB_63643969425022.jpg,0.05,0.95,0.05,0.95,1_HYSE
268,RGB_63642838282977.jpg,0.05,0.95,0.05,0.95,1_HYSE
269,RGB_63642833596435.jpg,0.05,0.95,0.05,0.95,1_HYSE
270,RGB_63643459592124.jpg,0.05,0.95,0.05,0.95,1_HYSE
271,RGB_63642132434913.jpg,0.05,0.95,0.05,0.95,1_HYSE
272,RGB_63642132447251.jpg,0.05,0.95,0.05,0.95,1_HYSE
273,RGB_63643986672884.jpg,0.05,0.95,0.05,0.95,1_HYSE
274,RGB_63643886277396.jpg,0.05,0.95,0.05,0.95,1_HYSE
275,RGB_63643882948960.jpg,0.05,0.95,0.05,0.95,1_HYSE
276,RGB_63643906457955.jpg,0.05,0.95,0.05,0.95,1_HYSE
277,RGB_63642629253820.jpg,0.05,0.95,0.05,0.95,1_HYSE
278,RGB_63642132435336.jpg,0.05,0.95,0.05,0.95,1_HYSE
279,RGB_63644244000145.jpg,0.05,0.95,0.05,0.95,1_HYSE
280,RGB_63643414335290.jpg,0.05,0.95,0.05,0.95,1_HYSE
281,RGB_63642132453712.jpg,0.05,0.95,0.05,0.95,1_HYSE
282,RGB_63643405863073.jpg,0.05,0.95,0.05,0.95,1_HYSE
283,RGB_63643459602456.jpg,0.05,0.95,0.05,0.95,1_HYSE
284,RGB_63643991431412.jpg,0.05,0.95,0.05,0.95,1_HYSE
285,RGB_63642629267298.jpg,0.05,0.95,0.05,0.95,1_HYSE
286,RGB_63642833646792.jpg,0.05,0.95,0.05,0.95,1_HYSE
287,RGB_63643445324889.jpg,0.05,0.95,0.05,0.95,1_HYSE
288,RGB_63642244372065.jpg,0.05,0.95,0.05,0.95,1_HYSE
289,RGB_63644245620958.jpg,0.05,0.95,0.05,0.95,1_HYSE
290,RGB_63644265569437.jpg,0.05,0.95,0.05,0.95,1_HYSE
291,RGB_63643440394502.jpg,0.05,0.95,0.05,0.95,1_HYSE
292,RGB_63643987192338.jpg,0.05,0.95,0.05,0.95,1_HYSE
293,RGB_63643990476574.jpg,0.05,0.95,0.05,0.95,1_HYSE
294,RGB_63643905968472.jpg,0.05,0.95,0.05,0.95,1_HYSE
295,RGB_63643987975889.jpg,0.05,0.95,0.05,0.95,1_HYSE
296,RGB_63643507539351.jpg,0.05,0.95,0.05,0.95,1_HYSE
297,RGB_63643358565036.jpg,0.05,0.95,0.05,0.95,1_HYSE
298,RGB_63642132450314.jpg,0.05,0.95,0.05,0.95,1_HYSE
299,RGB_63642631005208.jpg,0.05,0.95,0.05,0.95,1_HYSE
300,RGB_63643973977218.jpg,0.05,0.95,0.05,0.95,1_HYSE
301,RGB_63642838282673.jpg,0.05,0.95,0.05,0.95,1_HYSE
302,RGB_63642629450316.jpg,0.05,0.95,0.05,0.95,1_HYSE
303,RGB_63642628287896.jpg,0.05,0.95,0.05,0.95,1_HYSE
304,RGB_63642838272100.jpg,0.05,0.95,0.05,0.95,1_HYSE
305,RGB_63643459562852.jpg,0.05,0.95,0.05,0.95,1_HYSE
306,RGB_63643445108642.jpg,0.05,0.95,0.05,0.95,1_HYSE
307,RGB_63644199502312.jpg,0.05,0.95,0.05,0.95,1_HYSE
308,RGB_63644267471919.jpg,0.05,0.95,0.05,0.95,1_HYSE
309,RGB_63642838280759.jpg,0.05,0.95,0.05,0.95,1_HYSE
310,RGB_63643358887192.jpg,0.05,0.95,0.05,0.95,1_HYSE
311,RGB_63643486304997.jpg,0.05,0.95,0.05,0.95,1_HYSE
312,RGB_63644267996129.jpg,0.05,0.95,0.05,0.95,1_HYSE
313,RGB_63642629839270.jpg,0.05,0.95,0.05,0.95,1_HYSE
314,RGB_63644265789738.jpg,0.05,0.95,0.05,0.95,1_HYSE
315,RGB_63643358390746.jpg,0.05,0.95,0.05,0.95,1_HYSE
316,RGB_63644269369338.jpg,0.05,0.95,0.05,0.95,1_HYSE
317,RGB_63643462158923.jpg,0.05,0.95,0.05,0.95,1_HYSE
318,RGB_63643990198148.jpg,0.05,0.95,0.05,0.95,1_HYSE
319,RGB_63642132443426.jpg,0.05,0.95,0.05,0.95,1_HYSE
320,RGB_63645551138986.jpg,0.05,0.95,0.05,0.95,1_HYSE
321,RGB_63642838273787.jpg,0.05,0.95,0.05,0.95,1_HYSE
322,RGB_63643333159498.jpg,0.05,0.95,0.05,0.95,1_HYSE
323,RGB_63643904868013.jpg,0.05,0.95,0.05,0.95,1_HYSE
324,RGB_63643991241974.jpg,0.05,0.95,0.05,0.95,1_HYSE
325,RGB_63643439459834.jpg,0.05,0.95,0.05,0.95,1_HYSE
326,RGB_63643990395979.jpg,0.05,0.95,0.05,0.95,1_HYSE
327,RGB_63644265878449.jpg,0.05,0.95,0.05,0.95,1_HYSE
328,RGB_63642132437451.jpg,0.05,0.95,0.05,0.95,1_HYSE
329,RGB_63644265351631.jpg,0.05,0.95,0.05,0.95,1_HYSE
330,RGB_63642838274088.jpg,0.05,0.95,0.05,0.95,1_HYSE
331,RGB_63642628408933.jpg,0.05,0.95,0.05,0.95,1_HYSE
332,RGB_63642132453282.jpg,0.05,0.95,0.05,0.95,1_HYSE
333,RGB_63642838273452.jpg,0.05,0.95,0.05,0.95,1_HYSE
334,RGB_63643376629838.jpg,0.05,0.95,0.05,0.95,1_HYSE
335,RGB_63645548251104.jpg,0.05,0.95,0.05,0.95,1_HYSE
336,RGB_63643786450841.jpg,0.05,0.95,0.05,0.95,1_HYSE
337,RGB_63642648116025.jpg,0.05,0.95,0.05,0.95,1_HYSE
338,RGB_63643405725362.jpg,0.05,0.95,0.05,0.95,1_HYSE
339,RGB_63643987239430.jpg,0.05,0.95,0.05,0.95,1_HYSE
340,RGB_63643356250474.jpg,0.05,0.95,0.05,0.95,1_HYSE
341,RGB_63642132451621.jpg,0.05,0.95,0.05,0.95,1_HYSE
342,RGB_63643974551213.jpg,0.05,0.95,0.05,0.95,1_HYSE
343,RGB_63644271140797.jpg,0.05,0.95,0.05,0.95,1_HYSE
344,RGB_63643902218880.jpg,0.05,0.95,0.05,0.95,1_HYSE
345,RGB_63643989059717.jpg,0.05,0.95,0.05,0.95,1_HYSE
346,RGB_63642132457495.jpg,0.05,0.95,0.05,0.95,1_HYSE
347,RGB_63642132464217.jpg,0.05,0.95,0.05,0.95,1_HYSE
348,RGB_63643355938844.jpg,0.05,0.95,0.05,0.95,1_HYSE
349,RGB_63643882113578.jpg,0.05,0.95,0.05,0.95,1_HYSE
350,RGB_63642629059196.jpg,0.05,0.95,0.05,0.95,1_HYSE
351,RGB_63645551051405.jpg,0.05,0.95,0.05,0.95,1_HYSE
352,RGB_63643883280415.jpg,0.05,0.95,0.05,0.95,1_HYSE
353,RGB_63644245072489.jpg,0.05,0.95,0.05,0.95,1_HYSE
354,RGB_63643338273817.jpg,0.05,0.95,0.05,0.95,1_HYSE
355,RGB_63642132450742.jpg,0.05,0.95,0.05,0.95,1_HYSE
356,RGB_63642132434489.jpg,0.05,0.95,0.05,0.95,1_HYSE
